0	2
1	2
2	2
3	2
4	2
5	1
6	2
7	2
8	3
9	2
10	0
11	3
12	1
13	3
14	0
15	0
16	1
17	2
18	2
19	3
20	1
21	2
22	3
23	2
24	2
25	2
26	2
27	0
28	1
29	3
30	3
31	0
32	3
33	0
34	1
35	1
36	1
37	1
38	1
39	1
40	2
41	1
42	0
43	1
44	0
45	2
46	3
47	2
48	1
49	1
50	2
51	0
52	0
53	3
54	2
55	1
56	0
57	1
58	0
59	0
60	3
61	1
62	3
63	1
64	1
65	3
66	0
67	0
68	3
69	3
70	3
71	3
72	3
73	2
74	1
75	3
76	0
77	3
78	1
79	3
80	3
81	0
82	0
83	3
84	3
85	0
86	0
87	3
88	3
89	0
90	1
91	3
92	2
93	3
94	0
95	3
96	1
97	3
98	1
99	3
100	0
101	3
102	3
103	3
104	2
105	1
106	3
107	1
108	1
109	2
110	3
111	2
112	2
113	2
114	1
115	2
116	2
117	3
118	2
119	3
120	0
121	3
122	3
123	2
124	0
125	3
126	2
127	0
128	1
129	2
130	0
131	2
132	1
133	2
134	0
135	1
136	0
137	1
138	3
139	0
140	1
141	0
142	3
143	2
144	0
145	3
146	3
147	1
148	1
149	2
150	0
151	0
152	3
153	2
154	2
155	0
156	0
157	0
158	3
159	2
160	1
161	2
162	0
163	1
164	2
165	1
166	3
167	2
168	0
169	0
170	0
171	2
172	1
173	3
174	3
175	0
176	0
177	1
178	3
179	2
