0.484906,0.355423,0.857624,0.008414,0.211328,0.078919,0,0.740
0.484906,0.355423,0.857624,0.008414,0.211328,0.078919,0,0.740
0.484906,0.355423,0.857624,0.008414,0.211328,0.078919,0,0.740
0.484906,0.355423,0.857624,0.008414,0.211328,0.078919,0,0.740
0.484906,0.355423,0.857624,0.008414,0.211328,0.078919,0,0.740
0.484906,0.355423,0.857624,0.008414,0.211328,0.078919,0,0.740
0.491321,0.137651,0.752167,0.106872,0.200096,0.067964,0,0.763
0.491321,0.137651,0.752167,0.106872,0.200096,0.067964,0,0.763
0.491321,0.137651,0.752167,0.106872,0.200096,0.067964,0,0.763
0.491321,0.137651,0.752167,0.106872,0.200096,0.067964,0,0.763
0.491321,0.137651,0.752167,0.106872,0.200096,0.067964,0,0.763
0.350184,0.149948,0.525052,0.073586,0.206319,0.051784,0,0.804
0.350184,0.149948,0.525052,0.073586,0.206319,0.051784,0,0.804
0.350184,0.149948,0.525052,0.073586,0.206319,0.051784,0,0.804
0.350184,0.149948,0.525052,0.073586,0.206319,0.051784,0,0.804
0.350184,0.149948,0.525052,0.073586,0.206319,0.051784,0,0.804
0.430918,0.179709,0.645321,0.236518,0.464705,0.086933,0,0.704
0.350184,0.149948,0.525052,0.073586,0.206319,0.051784,0,0.804
0.350184,0.149948,0.525052,0.073586,0.206319,0.051784,0,0.804
0.350184,0.149948,0.525052,0.073586,0.206319,0.051784,0,0.804
0.350184,0.149948,0.525052,0.073586,0.206319,0.051784,0,0.804
1.003675,0.209855,7.995349,0.725302,0.647278,0.028419,0,0.463
1.003675,0.209855,7.995349,0.725302,0.647278,0.028419,0,0.463
1.003675,0.209855,7.995349,0.725302,0.647278,0.028419,0,0.463
1.003675,0.209855,7.995349,0.725302,0.647278,0.028419,0,0.463
1.003675,0.209855,7.995349,0.725302,0.647278,0.028419,0,0.463
1.003675,0.209855,7.995349,0.725302,0.647278,0.028419,0,0.463
0.201834,0.046950,0.475792,0.379683,0.883041,0.144207,0,0.664
0.201834,0.046950,0.475792,0.379683,0.883041,0.144207,0,0.664
0.201834,0.046950,0.475792,0.379683,0.883041,0.144207,0,0.664
0.201834,0.046950,0.475792,0.379683,0.883041,0.144207,0,0.664
0.381445,0.187624,0.648076,0.030275,0.275099,0.101131,0,0.771
0.427576,0.243393,0.651484,0.114258,0.345547,0.000875,0,0.749
0.479003,0.206630,0.794341,0.011225,0.275959,0.056393,0,0.757
0.427576,0.243393,0.651484,0.114258,0.345547,0.000875,0,0.749
0.459050,0.000000,0.618115,0.285519,0.467474,0.046795,0,0.729
0.459050,0.000000,0.618115,0.285519,0.467474,0.046795,0,0.729
0.571705,0.027741,1.172495,0.376108,0.563331,0.076812,0,0.638
0.571705,0.027741,1.172495,0.376108,0.563331,0.076812,0,0.638
0.471868,0.013169,0.877345,0.307792,0.446216,0.054164,0,0.703
0.441318,0.000000,0.705402,0.021171,0.072022,0.030663,0,0.836
0.441318,0.000000,0.705402,0.021171,0.072022,0.030663,0,0.836
1.008009,0.235599,8.629099,0.023689,0.422260,0.143069,0,0.594
1.008009,0.235599,8.629099,0.023689,0.422260,0.143069,0,0.594
1.008009,0.235599,8.629099,0.023689,0.422260,0.143069,0,0.594
1.008009,0.235599,8.629099,0.023689,0.422260,0.143069,0,0.594
1.063667,0.583870,25.172590,0.006147,0.460407,0.169041,0,0.545
1.065026,0.583870,25.170907,0.002447,0.508904,0.181452,0,0.535
1.065026,0.583870,25.171009,0.006311,0.509469,0.183981,0,0.534
0.399153,0.045887,0.890909,0.603591,0.897736,0.939365,0,0.433
0.399153,0.045887,0.890909,0.603591,0.897736,0.939365,0,0.433
0.360411,0.045887,0.828647,0.601928,0.897736,0.939365,0,0.442
0.394662,0.000000,0.508351,0.373757,0.642383,0.381050,0,0.646
0.394662,0.000000,0.508351,0.373757,0.642383,0.381050,0,0.646
0.394662,0.000000,0.508351,0.373757,0.642383,0.381050,0,0.646
1.251653,0.000000,2.400000,0.670689,NaN,0.090011,0,NaN
1.251653,0.000000,2.400000,0.670689,NaN,0.090011,0,NaN
1.251653,0.000000,2.400000,0.670689,NaN,0.090011,0,NaN
1.251653,0.000000,2.400000,0.670689,NaN,0.090011,0,NaN
1.251653,0.000000,2.400000,0.703883,NaN,0.090011,0,NaN
0.508527,0.000000,0.617490,0.330781,0.638236,0.361757,0,0.635
0.508527,0.000000,0.617490,0.330781,0.638236,0.361757,0,0.635
0.397590,0.000000,0.511904,0.378187,0.648440,0.389862,0,0.642
0.505849,0.000000,0.606751,0.364817,0.643691,0.363343,0,0.629
0.505849,0.000000,0.606751,0.364817,0.643691,0.363343,0,0.629
0.259748,0.000000,0.460606,0.437403,0.805565,0.909989,0,0.542
0.259748,0.000000,0.460606,0.437403,0.805565,0.909989,0,0.542
0.259748,0.000000,0.460606,0.437403,0.805565,0.909989,0,0.542
0.505849,0.000000,0.606751,0.364817,0.643691,0.363343,0,0.629
0.291805,0.000000,0.447789,0.339160,0.558157,0.071936,0,0.736
0.291805,0.000000,0.447789,0.339160,0.558157,0.071936,0,0.736
0.291805,0.000000,0.447789,0.339160,0.558157,0.071936,0,0.736
0.291805,0.000000,0.447789,0.339160,0.558157,0.071936,0,0.736
0.291805,0.000000,0.447789,0.339160,0.558157,0.071936,0,0.736
0.291805,0.000000,0.447789,0.339160,0.558157,0.071936,0,0.736
0.291805,0.000000,0.447789,0.339160,0.558157,0.071936,0,0.736
0.291805,0.000000,0.447789,0.339160,0.558157,0.071936,0,0.736
0.291805,0.000000,0.447789,0.339160,0.558157,0.071936,0,0.736
0.291805,0.000000,0.447789,0.339160,0.558157,0.071936,0,0.736
0.291805,0.000000,0.447789,0.339160,0.558157,0.071936,0,0.736
